pseudo_commun,contenus_commerciaux_tiktok,labels_tiktok,channel_id,titre_youtube,pseudo_youtube,abonnes_youtube,videos,pays_declare,url,rattachement,releve_le
mayabf,1,Paid Partnership,UChdRUPFfKoKLj7zjPjzkpLA,Maya BF,@mayabf,837000,358,FR,https://www.youtube.com/channel/UChdRUPFfKoKLj7zjPjzkpLA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
marioncameleon,14,Paid Partnership,UC3bXA0HWmcmpOfkpYDhNE_A,MarionCameleon,@marioncameleon,834000,1517,FR,https://www.youtube.com/channel/UC3bXA0HWmcmpOfkpYDhNE_A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lesmauvaisesherbes,7,Paid Partnership,UCtc8nVJJyNzljO-OGGGcQ6g,Matthis et Alisée 🌱,@lesmauvaisesherbes,824000,426,FR,https://www.youtube.com/channel/UCtc8nVJJyNzljO-OGGGcQ6g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lawrameschi,7,Paid Partnership,UCAZiqUCCbPyZ4Wyu96iC7Dg,LawraMeschi,@lawrameschi,817000,222,FR,https://www.youtube.com/channel/UCAZiqUCCbPyZ4Wyu96iC7Dg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
tycieso,1,Paid Partnership,UCusrFcBRsWKZ9ZOQaEMD1Tw,TYCIESO,@tycieso,814000,629,,https://www.youtube.com/channel/UCusrFcBRsWKZ9ZOQaEMD1Tw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
benco_94,1,Paid Partnership,UCv2r1Q7sE5fzbstQvp7rs2w,Benco,@benco_94,811000,1869,FR,https://www.youtube.com/channel/UCv2r1Q7sE5fzbstQvp7rs2w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
kouta.sensei,1,Paid Partnership,UCcnBoxdtGAZ4_3nnfrLvFMg,Kouta Sensei,@kouta.sensei,801000,490,,https://www.youtube.com/channel/UCcnBoxdtGAZ4_3nnfrLvFMg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mareva_kelly,5,Paid Partnership,UCVHPBfEnYvkXRIhTTb84grA,Mareva_Kelly,@mareva_kelly,785000,587,FR,https://www.youtube.com/channel/UCVHPBfEnYvkXRIhTTb84grA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
cesar_cultureg,8,Paid Partnership,UCCxs4A2RvS0l-HpnG8xxAsw,César - Culture G,@cesar_cultureg,750000,952,FR,https://www.youtube.com/channel/UCCxs4A2RvS0l-HpnG8xxAsw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
redcards_,2,Paid Partnership,UChSvmwpuKAYdAkIFYY5-FkQ,Johannes,@redcards_,750000,557,,https://www.youtube.com/channel/UChSvmwpuKAYdAkIFYY5-FkQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
monsieurgrrr,2,Paid Partnership,UCTOAKgwfqqCbOytF3RNGGVw,Monsieur GRrr,@monsieurgrrr,740000,2069,FR,https://www.youtube.com/channel/UCTOAKgwfqqCbOytF3RNGGVw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
florianonair,3,Paid Partnership,UCkGpd4_4UAn53ZXcUf1JyFA,FlorianOnAir,@florianonair,734000,2000,FR,https://www.youtube.com/channel/UCkGpd4_4UAn53ZXcUf1JyFA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mayadorable,21,Paid Partnership,UCJFBmrpBmGnpI0OOV0IbxNQ,Mayadorable,@mayadorable,728000,1015,FR,https://www.youtube.com/channel/UCJFBmrpBmGnpI0OOV0IbxNQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
fmax.alysson,3,Paid Partnership,UCeFzFWhWJS8TJ0jCKZSvo2g,Fmax & Alysson,@fmax.alysson,726000,2760,FR,https://www.youtube.com/channel/UCeFzFWhWJS8TJ0jCKZSvo2g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
rayakuzaa,1,Paid Partnership,UCTIRUAgLCuU7pihgAA3kvEA,Rayakuzaa,@rayakuzaa,716000,778,FR,https://www.youtube.com/channel/UCTIRUAgLCuU7pihgAA3kvEA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
benzaietv,1,Paid Partnership,UC3SLk50bvlivTtnFZqk-bHQ,benzaieTV,@benzaietv,713000,827,FR,https://www.youtube.com/channel/UC3SLk50bvlivTtnFZqk-bHQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
jeremlecoach,2,Paid Partnership,UCVAa0AyFHgjAY254yG4IEPg,JEREM LE COACH,@jeremlecoach,712000,1076,FR,https://www.youtube.com/channel/UCVAa0AyFHgjAY254yG4IEPg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
brunomaltor,11,Paid Partnership,UCSdJiWi0tq9CAx1bizne6mA,Bruno Maltor,@brunomaltor,708000,475,FR,https://www.youtube.com/channel/UCSdJiWi0tq9CAx1bizne6mA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
l_aeticia,4,Paid Partnership,UC91fx3XeRreQ6u_ta_12ZHg,Leti,@l_aeticia,707000,419,FR,https://www.youtube.com/channel/UC91fx3XeRreQ6u_ta_12ZHg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
billy_linfluenceur,2,Paid Partnership,UCoIMjxXuS6SKj-olGy3wc7Q,Billy,@billy_linfluenceur,700000,87,FR,https://www.youtube.com/channel/UCoIMjxXuS6SKj-olGy3wc7Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
evaguess,2,Paid Partnership,UCvKMK613pEeuRRabWp1_oaA,EVA GUESS,@evaguess,679000,122,FR,https://www.youtube.com/channel/UCvKMK613pEeuRRabWp1_oaA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
pecheurdetresors,2,Paid Partnership,UCjR-qXtJ5JB2Kju_HPyl6qA,Pêcheur De Trésors,@pecheurdetresors,677000,545,FR,https://www.youtube.com/channel/UCjR-qXtJ5JB2Kju_HPyl6qA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
skinra,2,Paid Partnership,UCR9Bn65lgdaSETIP-4ZAOMQ,Skinra,@skinra,675000,738,FR,https://www.youtube.com/channel/UCR9Bn65lgdaSETIP-4ZAOMQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
auborddelassiette,3,Paid Partnership,UCfOexEpvU36MfRohh4aSpEg,Au Bord de l'Assiette,@auborddelassiette,672000,204,FR,https://www.youtube.com/channel/UCfOexEpvU36MfRohh4aSpEg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sarahschwabofficiel,2,Paid Partnership,UCM7QjacfaT9hcLz8qyo41BQ,Sarah Schwab,@sarahschwabofficiel,670000,402,FR,https://www.youtube.com/channel/UCM7QjacfaT9hcLz8qyo41BQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
jonathanclnt,1,Paid Partnership,UCKg0ttkE6ozGNj1_cuGAmew,Jonathan CLNT ,@jonathanclnt,660000,227,FR,https://www.youtube.com/channel/UCKg0ttkE6ozGNj1_cuGAmew,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
battells,1,Paid Partnership,UCkNv8s6MAtA_4dKIY-0Q2aw,BATTELLS,@battells,640000,493,FR,https://www.youtube.com/channel/UCkNv8s6MAtA_4dKIY-0Q2aw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
bennevert,1,Paid Partnership,UCE_j4oA4mu2CP3y_rR037LA,Ben Névert,@bennevert,618000,175,FR,https://www.youtube.com/channel/UCE_j4oA4mu2CP3y_rR037LA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
bordasofficiel,1,Paid Partnership,UCtZNIaVKxT0fXNNrJZ3LKig,BORDAS,@bordasofficiel,610000,629,FR,https://www.youtube.com/channel/UCtZNIaVKxT0fXNNrJZ3LKig,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ninaliuba,2,Paid Partnership,UCUO8A6zpOYfckjgYgGvyldA,Nina liuba,@ninaliuba,609000,400,FR,https://www.youtube.com/channel/UCUO8A6zpOYfckjgYgGvyldA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
raphaellelamaman,9,Paid Partnership,UCrJdekhqfansG1LjwVvz06A,Raphaëlle la Maman,@raphaellelamaman,605000,795,,https://www.youtube.com/channel/UCrJdekhqfansG1LjwVvz06A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
yanntufanes,7,Paid Partnership,UCxLdtNznoiMYr9WQ13E_A2w,YannTuFanes,@yanntufanes,594000,1188,FR,https://www.youtube.com/channel/UCxLdtNznoiMYr9WQ13E_A2w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
iconoclaste_sp,1,Paid Partnership,UCeVpI1jEdMUfboWOtl_Bq6g,Iconoclaste,@iconoclaste_sp,591000,539,FR,https://www.youtube.com/channel/UCeVpI1jEdMUfboWOtl_Bq6g,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
alexfreestylee,1,Paid Partnership,UCYTTg9R-cbMRPnVOj1l3tJw,Alex Freestyle,@alexfreestylee,586000,1478,FR,https://www.youtube.com/channel/UCYTTg9R-cbMRPnVOj1l3tJw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
ameliecara01,29,Paid Partnership,UCVwSceMDQXH-iNFH4oHgGnw,Ameliecara01,@ameliecara01,582000,694,,https://www.youtube.com/channel/UCVwSceMDQXH-iNFH4oHgGnw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
maxpettersonmonteiro,7,Paid Partnership,UCsEwHJgCM3az4L_HBIkGwfQ,Max Petterson Monteiro,@maxpettersonmonteiro,581000,309,BR,https://www.youtube.com/channel/UCsEwHJgCM3az4L_HBIkGwfQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
insah_hasni,9,Paid Partnership,UCd-xx0jOXNorrn55LZMk0aQ,insah_hasni,@insah_hasni,576000,880,,https://www.youtube.com/channel/UCd-xx0jOXNorrn55LZMk0aQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
nobuo_,5,Paid Partnership,UCIqJ6B6Wf4rltFrRq60Vdrw,NOBUO & CO,@nobuo_,560000,543,FR,https://www.youtube.com/channel/UCIqJ6B6Wf4rltFrRq60Vdrw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
marsha_du_,5,Paid Partnership,UCxJWJh_mVKWbriGeUX4-9AA,Marsha Dunkel,@marsha_du_,559000,1332,FR,https://www.youtube.com/channel/UCxJWJh_mVKWbriGeUX4-9AA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
annasdecade,10,Paid Partnership,UCDWJVdEhCayE3GhjwNL3Naw,Anna's Decade,@annasdecade,556000,939,,https://www.youtube.com/channel/UCDWJVdEhCayE3GhjwNL3Naw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
imperatricewu,8,Paid Partnership,UCSvGJ4wHPc15KKRblbvyDhg,Imperatrice Wu,@imperatricewu,556000,1004,FR,https://www.youtube.com/channel/UCSvGJ4wHPc15KKRblbvyDhg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
drmustafaadel10,8,Promotional Content,UCaDXJTFdArUxpcHoBV9NGUw, DR.Mustafa Adel د.مصطفي عادل,@drmustafaadel10,554000,1051,EG,https://www.youtube.com/channel/UCaDXJTFdArUxpcHoBV9NGUw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
aghrabmimmatatakhayal,3,Promotional Content,UC9o09RiY3gEbnijsGCrr_pw,أغرب مما تتخيل,@aghrabmimmatatakhayal,552000,0,LY,https://www.youtube.com/channel/UC9o09RiY3gEbnijsGCrr_pw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
val_lienard,2,Paid Partnership,UCKJ7cmBniTdqzwyeQLOk6ow,Val Lienard,@val_lienard,548000,1205,FR,https://www.youtube.com/channel/UCKJ7cmBniTdqzwyeQLOk6ow,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
mohachew,2,Paid Partnership,UCyWJTq2r42YyxDU80CY4B4A,Electro momed,@mohachew,543000,583,MA,https://www.youtube.com/channel/UCyWJTq2r42YyxDU80CY4B4A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
julgane,1,Paid Partnership,UCTOYLQGL1OuW0kqR7legy0w,Julgane,@julgane,539000,162,FR,https://www.youtube.com/channel/UCTOYLQGL1OuW0kqR7legy0w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
miraliszt,1,Paid Partnership,UCgoz9o6AVrxWkCXZCVkVZ1A,MIRA,@miraliszt,534000,450,FR,https://www.youtube.com/channel/UCgoz9o6AVrxWkCXZCVkVZ1A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
livreurdufutur,1,Paid Partnership,UCsiF-8PKxicURsTovPDZxwQ,Le Livreur du Futur,@livreurdufutur,528000,507,FR,https://www.youtube.com/channel/UCsiF-8PKxicURsTovPDZxwQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
zenemission,1,Paid Partnership,UCmTw8i4EZqvv8jNH2rQyTOw,Zen Emission,@zenemission,525000,344,FR,https://www.youtube.com/channel/UCmTw8i4EZqvv8jNH2rQyTOw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
rdvasmr,1,Paid Partnership,UCBd1I80D5VkUhsnhLCFV0ug,Rendez-vous ASMR,@rdvasmr,522000,718,FR,https://www.youtube.com/channel/UCBd1I80D5VkUhsnhLCFV0ug,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
pattaffix,1,Paid Partnership,UCJ7Xfpf0rbxhPC5LHcDQIWw,Pattaffix,@pattaffix,521000,530,FR,https://www.youtube.com/channel/UCJ7Xfpf0rbxhPC5LHcDQIWw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
jonysios,2,Paid Partnership,UCo5qCmGSsGuwta0YB-w-g5Q,Jon Hgd,@jonysios,518000,245,,https://www.youtube.com/channel/UCo5qCmGSsGuwta0YB-w-g5Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
diamantblazi,2,Paid Partnership,UCRM-lT_kdaQCBr-f78Jw14A,Diamant Blazi,@diamantblazi,511000,1007,,https://www.youtube.com/channel/UCRM-lT_kdaQCBr-f78Jw14A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
daetienne,17,Paid Partnership,UC045EP_TD2hejmTGVixhUtA,DaEtienne,@daetienne,509000,213,FR,https://www.youtube.com/channel/UC045EP_TD2hejmTGVixhUtA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
asmrserena,2,Paid Partnership,UCuY8UOqVmzRw9pCK2Gxr5Aw,ASMR Serena,@asmrserena,505000,662,,https://www.youtube.com/channel/UCuY8UOqVmzRw9pCK2Gxr5Aw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
frankoendetente,1,Paid Partnership,UChmmr6OgkTZT4T1_L4ID04A,FrankoEnDetente,@frankoendetente,505000,605,FR,https://www.youtube.com/channel/UChmmr6OgkTZT4T1_L4ID04A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
chedli,1,Paid Partnership,UCt2GsxD-T7pbO8z6PGR_ddQ,Chedli,@chedli,504000,1468,FR,https://www.youtube.com/channel/UCt2GsxD-T7pbO8z6PGR_ddQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
inescious,2,Paid Partnership,UC_niUbjY0igsDAmKaWMCQKg,Inescious,@inescious,503000,147,FR,https://www.youtube.com/channel/UC_niUbjY0igsDAmKaWMCQKg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
you_fay,4,Paid Partnership,UCDmhtIPFASYQ4On-HY0O3TQ,You&fay,@you_fay,499000,537,,https://www.youtube.com/channel/UCDmhtIPFASYQ4On-HY0O3TQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
dalidutilleul,1,Paid Partnership,UCGFZUY12KpwqhfV4IQSemQg,Dali Dutilleul,@dalidutilleul,497000,769,FR,https://www.youtube.com/channel/UCGFZUY12KpwqhfV4IQSemQg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
boumesama,3,Paid Partnership,UCqcwr5S5S3dsjNjiw7UYwnQ,Boumé Sama,@boumesama,493000,388,FR,https://www.youtube.com/channel/UCqcwr5S5S3dsjNjiw7UYwnQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
nourbenh,34,Paid Partnership,UCCwbixV8E8Hq1Tu197NL-oQ,Nour Benh,@nourbenh,492000,274,FR,https://www.youtube.com/channel/UCCwbixV8E8Hq1Tu197NL-oQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
plpeyy,5,Paid Partnership,UCHP8mU1KI6YJCQjqhuC1FJA,PLPSTUDIO,@plpeyy,492000,276,FR,https://www.youtube.com/channel/UCHP8mU1KI6YJCQjqhuC1FJA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
jennymyoff,4,Paid Partnership,UCYV7qYo6nS5XcJiU8LLDYoA,Jenny,@jennymyoff,485000,675,FR,https://www.youtube.com/channel/UCYV7qYo6nS5XcJiU8LLDYoA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
molyemoff,6,Paid Partnership,UCQIZhxDW9G2ZDSZO3gOEvSg,Molyem,@molyemoff,484000,980,FR,https://www.youtube.com/channel/UCQIZhxDW9G2ZDSZO3gOEvSg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
kaatsup,8,Paid Partnership,UCoetxEkAQbHlXBv2toas_1A,Kaatsup,@kaatsup,482000,709,FR,https://www.youtube.com/channel/UCoetxEkAQbHlXBv2toas_1A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
laris_engone,1,Paid Partnership,UCsrN8UsXi0cU1JsMMFBw29w,Laris Engone,@laris_engone,478000,366,,https://www.youtube.com/channel/UCsrN8UsXi0cU1JsMMFBw29w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
fabiancrfx,29,Paid Partnership,UCdN2J5p8r4hHeqC7AirRzcw,Fabian CR,@fabiancrfx,477000,365,FR,https://www.youtube.com/channel/UCdN2J5p8r4hHeqC7AirRzcw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lylyetjay,2,Paid Partnership,UC67zZlF7YfBgQBOOTKa8iVQ,Lyly et Jay,@lylyetjay,475000,510,FR,https://www.youtube.com/channel/UC67zZlF7YfBgQBOOTKa8iVQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sleepingbeautyytb,3,Paid Partnership,UCasdPe6dgBm7V22njfHPtSQ,SleepingBeauty,@sleepingbeautyytb,474000,1088,,https://www.youtube.com/channel/UCasdPe6dgBm7V22njfHPtSQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
enorahope,2,Paid Partnership,UChHspqIjZKau17JfV_9h_8w,Enora Hope,@enorahope,463000,201,FR,https://www.youtube.com/channel/UChHspqIjZKau17JfV_9h_8w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sparkdise,4,Paid Partnership,UCX8Vjr0OLwOaewS-QrOugow,SparkDise,@sparkdise,459000,405,FR,https://www.youtube.com/channel/UCX8Vjr0OLwOaewS-QrOugow,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
les_biboxx,3,Paid Partnership,UCrBQMEp8yjmJY9K55WYXe8w,Les Bibox,@les_biboxx,453000,647,,https://www.youtube.com/channel/UCrBQMEp8yjmJY9K55WYXe8w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sciencegamingtv,14,Paid Partnership,UCtPzJInyqqt__Tn0EaUlaAw,Science Gaming,@sciencegamingtv,452000,566,FR,https://www.youtube.com/channel/UCtPzJInyqqt__Tn0EaUlaAw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
leptitmilo,7,Paid Partnership,UC0Fh0MfKN0oe4BizFBwV_Zw,Leptitmilo,@leptitmilo,449000,1229,,https://www.youtube.com/channel/UC0Fh0MfKN0oe4BizFBwV_Zw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sparklyasmr,1,Paid Partnership,UC7-v6eRAjp3ydo07avcaLpg,SPARKLY ASMR,@sparklyasmr,445000,983,FR,https://www.youtube.com/channel/UC7-v6eRAjp3ydo07avcaLpg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
tontongibi,1,Paid Partnership,UC86eoJut8Qt6cVCGLuzb__w,Tonton Gibi,@tontongibi,445000,809,FR,https://www.youtube.com/channel/UC86eoJut8Qt6cVCGLuzb__w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
zafeel,1,Paid Partnership,UCP5hlgSGOJHv38w4RnmRCfA,ZAFEEL,@zafeel,443000,65,FR,https://www.youtube.com/channel/UCP5hlgSGOJHv38w4RnmRCfA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
willaume_,2,Paid Partnership,UCfVHwITITP1zeU3T6p7JtyQ,Willaume,@willaume_,430000,898,FR,https://www.youtube.com/channel/UCfVHwITITP1zeU3T6p7JtyQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
kiibiki,1,Paid Partnership,UCF8AsDsSrUVies04UgN3A3Q,Kiibiki,@kiibiki,428000,1436,FR,https://www.youtube.com/channel/UCF8AsDsSrUVies04UgN3A3Q,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sachartist,8,Paid Partnership,UCNygLh7S9zN9rgnDMvvBnJw,Sach’Artist,@sachartist,425000,563,,https://www.youtube.com/channel/UCNygLh7S9zN9rgnDMvvBnJw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lucasdorable,4,Paid Partnership,UC47ROh8EK9tqKAWx2_SpUUg,Lucas Dorable,@lucasdorable,423000,71,,https://www.youtube.com/channel/UC47ROh8EK9tqKAWx2_SpUUg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
shirinexkenza,2,Paid Partnership,UCFhnPwcNPrlW1vU0xuacYlQ,SHIRINE X KENZA,@shirinexkenza,422000,2275,,https://www.youtube.com/channel/UCFhnPwcNPrlW1vU0xuacYlQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
laurarytb,7,Paid Partnership,UCjFd7smY3e9Eb9hT67NK2Ng,Laura R,@laurarytb,416000,1204,FR,https://www.youtube.com/channel/UCjFd7smY3e9Eb9hT67NK2Ng,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
fares_lpf,2,Paid Partnership,UCl-WOywxU_wBLZHUbPhhjUw,Fares LPF,@fares_lpf,413000,212,,https://www.youtube.com/channel/UCl-WOywxU_wBLZHUbPhhjUw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
iamblacko,1,Paid Partnership,UCTCQmZ5r8AjRsst01zRv2eg,iamblacko,@iamblacko,413000,1464,FR,https://www.youtube.com/channel/UCTCQmZ5r8AjRsst01zRv2eg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lockl34r,1,Paid Partnership,UCMmcGgqHuLjZVsYzYYX_Vqw,Locklear Replays & VODs,@lockl34r,409000,5265,,https://www.youtube.com/channel/UCMmcGgqHuLjZVsYzYYX_Vqw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
andremartinyt,2,Paid Partnership,UC_dzE9mydhQuQ0NwmXByDtA,André Martin,@andremartinyt,404000,1163,FR,https://www.youtube.com/channel/UC_dzE9mydhQuQ0NwmXByDtA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
yanntoutcourt,1,Paid Partnership,UCidA9MOv6KuTuDEy61A8ThA,Yann Bouvier | YannToutCourt,@yanntoutcourt,398000,316,FR,https://www.youtube.com/channel/UCidA9MOv6KuTuDEy61A8ThA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
whoogys,2,Paid Partnership,UCcVyMRkpb9IF1BLT3f4gRcw,Whoogy ́s,@whoogys,390000,310,FR,https://www.youtube.com/channel/UCcVyMRkpb9IF1BLT3f4gRcw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
gouvernementfr,1,Paid Partnership,UCfQpT8ebZlk8PndKVNTiAvA,Gouvernement,@gouvernementfr,389000,1679,FR,https://www.youtube.com/channel/UCfQpT8ebZlk8PndKVNTiAvA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
maeetjs,6,Paid Partnership,UCHODNRlCUwk1T5wzh2Sg9hw,Maë & Js,@maeetjs,380000,172,FR,https://www.youtube.com/channel/UCHODNRlCUwk1T5wzh2Sg9hw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
luckystarlagah,1,Paid Partnership,UChdTNvIMzZGBIaOCgrMthMA,Luckystar Lagah,@luckystarlagah,377000,193,FR,https://www.youtube.com/channel/UChdTNvIMzZGBIaOCgrMthMA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
rockylevrai,2,Paid Partnership,UCUaX7soPlI44oER5X2lbpCg,rockylevrai,@rockylevrai,366000,75,FR,https://www.youtube.com/channel/UCUaX7soPlI44oER5X2lbpCg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
redmalinois31,1,Paid Partnership,UC4fkWgUKK27N8BfJZw26oEQ,Redmalinois31,@redmalinois31,360000,403,,https://www.youtube.com/channel/UC4fkWgUKK27N8BfJZw26oEQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
garancetrl,1,Paid Partnership,UCjmXeBHof7RkXdVoBG7jnsA,Garance Trl,@garancetrl,349000,86,FR,https://www.youtube.com/channel/UCjmXeBHof7RkXdVoBG7jnsA,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
chowh1,5,Paid Partnership,UCOM3hIIJ3ZcpWQEKProj5Ig,CHOWH1,@chowh1,340000,2042,FR,https://www.youtube.com/channel/UCOM3hIIJ3ZcpWQEKProj5Ig,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
lesnormales,1,Paid Partnership,UCdTQ4OBdDC3pAePSwTwK-Lg,Les Normales,@lesnormales,340000,578,FR,https://www.youtube.com/channel/UCdTQ4OBdDC3pAePSwTwK-Lg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
massimo_toutcourt,13,Paid Partnership,UC4BZjW4bynSbhm_8gRvoC5w,Massimo,@massimo_toutcourt,338000,996,FR,https://www.youtube.com/channel/UC4BZjW4bynSbhm_8gRvoC5w,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
sahaelito,6,Paid Partnership,UCO7fO-0CTQgMzryH6RkYwRQ,Sahaelito,@sahaelito,335000,200,,https://www.youtube.com/channel/UCO7fO-0CTQgMzryH6RkYwRQ,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
matosbeatbox,26,Paid Partnership,UCbEJmQCVdo5yg5Uyrmtbemw,MATOS,@matosbeatbox,327000,904,FR,https://www.youtube.com/channel/UCbEJmQCVdo5yg5Uyrmtbemw,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
rayanlvtt,6,Paid Partnership,UCW2j9pfiOz_i2fUcvr5BS9A,Rayanlvtt,@rayanlvtt,319000,75,FR,https://www.youtube.com/channel/UCW2j9pfiOz_i2fUcvr5BS9A,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
entroisdimensions,1,Paid Partnership,UC2YgTFZyJr1j6fft_ywS7mg,Entroisdimensions,@entroisdimensions,315000,424,FR,https://www.youtube.com/channel/UC2YgTFZyJr1j6fft_ywS7mg,"HYPOTHESE — meme pseudo, personne non verifiee",2026-08-28
